,district,name,streetAddress,city,postalCode,address,lat,lon
651,39,Dr Annie B Jamieson Elementary,6350 Tisdall Street,Vancouver,V5Z3N4,"6350 Tisdall Street, Vancouver, BC, Canada",49.227371649999995,-123.12096879203072
652,39,Dr George M Weir Elementary,2900 44Th Ave E,Vancouver,V5R3A8,"2900 44Th Ave E, Vancouver, BC, Canada",49.2303327,-123.0507957
653,39,John Henderson Elementary,451 53Rd Ave E,Vancouver,V5X1J3,"451 53Rd Ave E, Vancouver, BC, Canada",49.22274135,-123.09543716805425
655,39,Graham Bruce Community Elementary,3633 Tanner St,Vancouver,V5R5P7,"3633 Tanner St, Vancouver, BC, Canada",49.2419615,-123.0261302
656,39,Queen Elizabeth Annex,4275 Crown St,Vancouver,V6S2K3,"4275 Crown St, Vancouver, BC, Canada",49.2311635,-123.1938114
657,39,Tillicum Community Annex,2450 Cambridge St,Vancouver,V5K1L2,"2450 Cambridge St, Vancouver, BC, Canada",49.2866199,-123.0595473
658,39,Kerrisdale Annex,3250 43Rd Ave W,Vancouver,V6N4K3,"3250 43Rd Ave W, Vancouver, BC, Canada",49.232833,-123.17684432936073
659,39,Lord Selkirk Annex,4444 Dumfries St,Vancouver,V5N3T2,"4444 Dumfries St, Vancouver, BC, Canada",49.24526645,-123.07295439764958
660,39,Dr H N Maccorkindale Elementary,6100 Battison St,Vancouver,V5S3M8,"6100 Battison St, Vancouver, BC, Canada",49.22797845,-123.029451629807
662,39,Sir James Douglas Annex,7668 Borden St,Vancouver,V5P3E1,"7668 Borden St, Vancouver, BC, Canada",49.21501015,-123.07304701409441
663,39,Garibaldi Annex,1025 Slocan St,Vancouver,V5K3Y2,"1025 Slocan St, Vancouver, BC, Canada",49.2527065,-123.0495939
664,39,University Hill Elementary,5395 Chancellor Blvd,Vancouver,V6T1E2,"5395 Chancellor Blvd, Vancouver, BC, Canada",49.2747568,-123.23676919101449
665,39,Charles Dickens Annex,3877 Glen Dr,Vancouver,V5V4S9,"3877 Glen Dr, Vancouver, BC, Canada",49.2501822,-123.08287911642837
666,39,Mount Pleasant Elementary,2300 Guelph St,Vancouver,V5T3P1,"2300 Guelph St, Vancouver, BC, Canada",49.2636637,-123.0942067
667,39,Sir Richard McBride Annex,4750 St. Catherines St,Vancouver,V5V4M7,"4750 St. Catherines St, Vancouver, BC, Canada",49.2610472,-123.0852799
668,39,Champlain Heights Community Elementary,6955 Frontenac St,Vancouver,V5S3T4,"6955 Frontenac St, Vancouver, BC, Canada",49.2252995,-123.0260032
669,39,Lord Roberts Annex,1150 Nelson St,Vancouver,V6E1J2,"1150 Nelson St, Vancouver, BC, Canada",49.28320535,-123.12971063893785
670,39,Britannia Community Elementary,1110 Cotton Dr,Vancouver,V5L3T5,"1110 Cotton Dr, Vancouver, BC, Canada",49.2735503,-123.0714924
671,39,Ecole Jules Quesnel Elementary,3050 Crown St,Vancouver,V6R4K9,"3050 Crown St, Vancouver, BC, Canada",49.2311635,-123.1938114
672,39,False Creek Elementary,900 School Green,Vancouver,V6H3N7,"900 School Green, Vancouver, BC, Canada",49.26713335,-123.12669044708471
673,39,Champlain Heights Annex,7835 Champlain Cres,Vancouver,V5S4J6,"7835 Champlain Cres, Vancouver, BC, Canada",49.21378704999999,-123.03084956842294
674,39,Crofton House,3200 West 41St Avenue,Vancouver,V6N3E1,"3200 West 41St Avenue, Vancouver, BC, Canada",49.2335899,-123.1158951
675,39,Vancouver College,5401 Hudson St,Vancouver,V6M0C5,"5401 Hudson St, Vancouver, BC, Canada",49.235845100000006,-123.1359793725874
676,39,Little Flower Academy,4195 Alexandra St,Vancouver,V6J4C6,"4195 Alexandra St, Vancouver, BC, Canada",49.2448587,-123.1413843
677,39,Notre Dame Regional Secondary,2880 Venables St,Vancouver,V5K4Z6,"2880 Venables St, Vancouver, BC, Canada",49.275850250000005,-123.0455274866689
678,39,Vancouver Christian,3496 Mons Drive,Vancouver,V5M3E6,"3496 Mons Drive, Vancouver, BC, Canada",49.2547034,-123.02857499331158
679,39,Our Lady Of Sorrows,575 Slocan St,Vancouver,V5K3X5,"575 Slocan St, Vancouver, BC, Canada",49.2796752,-123.05030218072508
680,39,York House School,4176 Alexandra St,Vancouver,V6J2V6,"4176 Alexandra St, Vancouver, BC, Canada",49.2488434,-123.1403250009012
681,39,Blessed Sacrament School,3020 Heather St,Vancouver,V5Z3K3,"3020 Heather St, Vancouver, BC, Canada",49.2584131,-123.11939784258868
682,39,St. Patrick Regional Secondary,115 11Th Ave E,Vancouver,V5T2C1,"115 11Th Ave E, Vancouver, BC, Canada",49.2614096,-123.10247388817046
683,39,St Francis of Assisi,870 Victoria Dr,Vancouver,V5L4E7,"870 Victoria Dr, Vancouver, BC, Canada",49.276923749999995,-123.06527547521559
684,39,Corpus Christi School,2360 Waverley Avenue,Vancouver,V5S0J1,"2360 Waverley Avenue, Vancouver, BC, Canada",49.22658075,-123.05751343192969
685,39,St. George's School,4175 W 29Th Ave,Vancouver,V6S1V1,"4175 W 29Th Ave, Vancouver, BC, Canada",49.2452455,-123.11587
686,39,St Francis Xavier,428 Great Northern Way,Vancouver,V5T4S5,"428 Great Northern Way, Vancouver, BC, Canada",49.2664302,-123.0938257944953
687,39,Vancouver Hebrew Academy,1545 62Nd Ave W,Vancouver,V6P2E8,"1545 62Nd Ave W, Vancouver, BC, Canada",49.21538115,-123.14135457427477
688,39,Fraser Academy,2294 10Th Ave W,Vancouver,V6K2H8,"2294 10Th Ave W, Vancouver, BC, Canada",49.2637009,-123.200228
689,39,King David High School,5718 Willow St,Vancouver,V5Z4S9,"5718 Willow St, Vancouver, BC, Canada",49.2334688,-123.12277375
690,39,St Andrew's,450 47Th Ave E,Vancouver,V5W2B4,"450 47Th Ave E, Vancouver, BC, Canada",49.227215,-123.09579931357882
692,39,Immaculate Conception School,3745 West 28Th Ave,Vancouver,V6S1S5,"3745 West 28Th Ave, Vancouver, BC, Canada",49.2471788,-123.1966285
693,39,Vancouver Montessori School,8650 Barnard St,Vancouver,V6P5G5,"8650 Barnard St, Vancouver, BC, Canada",49.2063415,-123.1453355
694,39,St Patrick's Elementary,2850 Quebec St,Vancouver,V5T3A9,"2850 Quebec St, Vancouver, BC, Canada",49.2596252,-123.10247080050019
695,39,Our Lady of Perpetual Help,2550 Camosun St,Vancouver,V6R3W6,"2550 Camosun St, Vancouver, BC, Canada",49.26412165,-123.19614449644263
696,39,St. John's School,2215 10Th Ave W,Vancouver,V6K2J1,"2215 10Th Ave W, Vancouver, BC, Canada",49.26316765,-123.1561451912219
697,39,St Jude's,2953 15Th Ave E,Vancouver,V5M2K7,"2953 15Th Ave E, Vancouver, BC, Canada",49.2566065,-123.0759326
698,39,St Joseph's,3261 Fleming St,Vancouver,V5N3V6,"3261 Fleming St, Vancouver, BC, Canada",49.25590685,-123.07181476659116
699,39,Royal Canadian College,8610 Ash St,Vancouver,V6P3M2,"8610 Ash St, Vancouver, BC, Canada",49.20731095,-123.1186004223209
700,39,Madrona School,2064 West 10Th Avenue,Vancouver,V6J2B3,"2064 West 10Th Avenue, Vancouver, BC, Canada",49.2627261,-123.1520327
702,39,West Point Grey Academy,4125 West 8Th Avenue,Vancouver,V6R4P9,"4125 West 8Th Avenue, Vancouver, BC, Canada",49.2664546,-123.19955186284531
704,39,St. Lawrence School,200-1338 West Broadway,Vancouver,V6H1H2,"200-1338 West Broadway, Vancouver, BC, Canada",49.2631182,-123.1093073
705,39,Westside Montessori Academy,Suite 300,Vancouver,V5W2Z4,"Suite 300, Vancouver, BC, Canada",49.2608724,-123.113952
709,39,Claren Academy,201-1085 Homer St,Vancouver,V6B1J4,"201-1085 Homer St, Vancouver, BC, Canada",49.2837536,-123.1104521
711,39,Oakridge Montessori Children's Learning,619 45Th Ave W,Vancouver,V5Z4G2,"619 45Th Ave W, Vancouver, BC, Canada",49.229483,-123.1064678
712,39,Johnathan Academy,400-5750 Oak St,Vancouver,V6M2V9,"400-5750 Oak St, Vancouver, BC, Canada",49.233735,-123.1276034
713,39,VISST,200-1490 Broadway W,Vancouver,V6H4E8,"200-1490 Broadway W, Vancouver, BC, Canada",49.263407,-123.1381407
714,39,St Mary's,5239 Joyce St,Vancouver,V5R4G8,"5239 Joyce St, Vancouver, BC, Canada",49.2378742,-123.0334252627369
715,39,Sir Richard McBride Elementary,1300 29Th Ave E,Vancouver,V5V2T3,"1300 29Th Ave E, Vancouver, BC, Canada",49.24355235,-123.07824110119586
716,39,Dr R E McKechnie Elementary,7455 Maple St,Vancouver,V6P5P8,"7455 Maple St, Vancouver, BC, Canada",49.2174005,-123.1537185
717,39,χpey̓ Elementary,1950 Hastings St E,Vancouver,V5L1T7,"1950 Hastings St E, Vancouver, BC, Canada",49.2811854,-123.0644553
718,39,St Anthony of Padua,1370 73Rd Ave W,Vancouver,V6P3E8,"1370 73Rd Ave W, Vancouver, BC, Canada",49.204397,-123.13686275
719,39,šxʷwəq̓ʷəθət Crosstown Elementary,55 Expo Blvd,Vancouver,V6B0P8,"55 Expo Blvd, Vancouver, BC, Canada",49.2785875,-123.1066266
720,39,Point Grey stəywəte:n̓ Secondary,5350 East Blvd,Vancouver,V6M3V2,"5350 East Blvd, Vancouver, BC, Canada",49.2204743,-123.1505098
721,39,Coquitlam College - Brookmere Secondary,300-2920 Virtual Way,Vancouver,V5M0C4,"300-2920 Virtual Way, Vancouver, BC, Canada",49.2609916,-123.0421157
722,39,Pattison High School,981 Nelson St,Vancouver,V6Z3B6,"981 Nelson St, Vancouver, BC, Canada",49.2809046,-123.124905
723,39,Vancouver Formosa Academy,5621 Killarney St,Vancouver,V5R3W4,"5621 Killarney St, Vancouver, BC, Canada",49.2337978,-123.0463527038854
724,39,Vancouver Talmud Torah Elementary,998 West 26Th Ave,Vancouver,V5Z2G1,"998 West 26Th Ave, Vancouver, BC, Canada",49.247597600000006,-123.12680684952464
725,39,West Coast Christian School,15 Renfrew St N,Vancouver,V5K3N6,"15 Renfrew St N, Vancouver, BC, Canada",49.2849899,-123.04454460714285
726,39,Westside Montessori School,4157 Oak St,Vancouver,V6H2N1,"4157 Oak St, Vancouver, BC, Canada",49.24858655,-123.1279641
