,address,beds,bath,area,maintenance,parking,taxes,built,mlsNumber,levels,garage,lotSize,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice,type
1559,"3 - 22302 Mcintosh Ave, Maple Ridge, BC",2,1,883 sqft,,1,"$1,417",1971,R2772451,Residential,Yes,,$339,16/05/2023,"$299,000",27/04/2023,"$299,900",Apartment/Condominium
1560,"12180 206 St, Maple Ridge, BC",5,2,2584 sqft,,10,"$5,107",1966,R2766491,Residential,Yes,,$831,15/05/2023,"$2,035,000",07/04/2023,"$2,148,000",Single Family Residence
1561,"26299 127 Ave, Maple Ridge, BC",6,3,4000 sqft,,12,"$7,682",1997,R2770799,Residential,Yes,,$449,15/05/2023,"$1,650,000",23/04/2023,"$1,799,900",Single Family Residence
1562,"6 - 23785 Dewdney Trunk Rd, Maple Ridge, BC",3,3,1368 sqft,,2,,2023,R2775528,Residential,Yes,,$584,15/05/2023,"$850,500",07/05/2023,"$799,999",Townhouse
1563,"10480 Jackson Rd, Maple Ridge, BC",3,2,2570 sqft,,3,"$5,790",2015,R2775446,Residential,Yes,,$462,15/05/2023,"$1,225,000",07/05/2023,"$1,189,900",Single Family Residence
1564,"27731 Lougheed Highway, Maple Ridge, BC",4,2,2792 sqft,,6,"$3,882",1955,R2752789,Residential,Yes,,$386,15/05/2023,"$990,000",12/02/2023,"$1,080,000",Single Family Residence
1565,"12313 228 St, Maple Ridge, BC",5,3,3130 sqft,,4,"$4,747",1967,R2775837,Residential,No,,$383,14/05/2023,"$1,205,000",07/05/2023,"$1,199,999",Single Family Residence
1566,"201 - 22577 Royal Cres, Maple Ridge, BC",2,2,1021 sqft,,2,"$2,531",2020,R2775833,Residential,Yes,,$575,12/05/2023,"$595,000",07/05/2023,"$588,000",Apartment/Condominium
1567,"6 - 23627 132 Ave, Maple Ridge, BC",3,2,1476 sqft,,3,,2024,R2767693,Residential,No,,$562,12/05/2023,"$829,900",11/04/2023,"$829,900",Townhouse
1568,"13782 Blaney Rd, Maple Ridge, BC",6,3,3822 sqft,,8,"$7,037",2010,R2776768,Residential,Yes,,$519,11/05/2023,"$1,985,000",09/05/2023,"$1,985,000",Single Family Residence
1569,"164 - 11305 240 St, Maple Ridge, BC",3,2,1455 sqft,,2,"$3,268",2017,R2770602,Residential,Yes,,$560,11/05/2023,"$813,000",18/04/2023,"$814,999",Townhouse
1570,"1102 - 11497 236 St, Maple Ridge, BC",5,3,3481 sqft,,4,"$4,632",2005,R2772504,Residential,Yes,,$344,07/05/2023,"$1,270,000",27/04/2023,"$1,199,000",Single Family Residence
1571,"11208 242a St, Maple Ridge, BC",4,3,3005 sqft,,4,"$7,097",2016,R2762624,Residential,Yes,,$472,03/05/2023,"$1,400,000",26/03/2023,"$1,418,888",Single Family Residence
1572,"10293 243 St, Maple Ridge, BC",3,2,1625 sqft,,2,"$4,400",2003,R2770296,Residential,No,,$581,29/04/2023,"$945,000",19/04/2023,"$945,000",Single Family Residence
1573,"26410 127 Ave, Maple Ridge, BC",4,2,4185 sqft,,7,"$7,751",1994,R2734709,Residential,Yes,,$525,24/04/2023,"$2,050,000",27/10/2022,"$2,199,900",Single Family Residence
1574,"48 - 11900 228 St, Maple Ridge, BC",2,1,943 sqft,,2,"$1,572",1981,R2768561,Residential,Yes,,$348,19/04/2023,"$325,000",16/04/2023,"$329,000",Apartment/Condominium
1575,"A - 22065 River Rd, Maple Ridge, BC",3,3,1968 sqft,,4,"$4,616",1998,R2757333,Residential,Yes,,$482,15/04/2023,"$940,000",05/03/2023,"$949,999",Multi Family
1576,"214 - 11605 227 St, Maple Ridge, BC",2,1,1042 sqft,,1,"$1,967",1993,R2761778,Residential,Yes,,$441,11/04/2023,"$452,500",20/03/2023,"$459,900",Apartment/Condominium
1577,"205 - 12075 Edge St, Maple Ridge, BC",1,1,667 sqft,,1,"$2,074",2013,R2764206,Residential,Yes,,$674,06/04/2023,"$449,900",29/03/2023,"$449,900",Apartment/Condominium
1578,"24337 102a Ave, Maple Ridge, BC",1,1,-,,0,"$4,831",,R2807193,Residential Lease,No,,$440,-,Not Leased Yet,14/08/2023,"$1,700",Single Family Residence
