,Unnamed: 0,address,beds,bath,area,maintenance,type,parking,taxes,built,mlsNumber,levels,garage,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice
1478,1478,"194 - 1290 Mitchell St, Coquitlam, BC",3.0,2.0,1593 sqft,,Townhouse,2.0,"$3,398",2021.0,R2802508,Residential,Yes,$771,30/07/2023,"$1,210,000",27/07/2023,"$1,229,000"
1479,1479,"1102 - 602 Como Lake Ave, Coquitlam, BC",2.0,2.0,828 sqft,,Apartment/Condominium,2.0,"$2,226",2017.0,R2800896,Residential,Yes,$863,30/07/2023,"$735,000",23/07/2023,"$715,000"
1480,1480,"241 - 715 Ducklow St, Coquitlam, BC",3.0,2.0,1602 sqft,,Townhouse,2.0,,2024.0,R2803107,Residential,Yes,$892,29/07/2023,"$1,429,900",28/07/2023,"$1,429,900"
1481,1481,"2309 - 450 Westview St, Coquitlam, BC",2.0,2.0,775 sqft,,Apartment/Condominium,1.0,"$2,258",2021.0,R2800041,Residential,Yes,"$1,081",29/07/2023,"$828,000",18/07/2023,"$838,000"
1482,1482,"101 - 1171 Pipeline Rd, Coquitlam, BC",2.0,2.0,915 sqft,,Apartment/Condominium,1.0,"$1,573",1992.0,R2801839,Residential,Yes,$650,29/07/2023,"$590,000",25/07/2023,"$595,000"
1483,1483,"13 - 2990 Panorama Dr, Coquitlam, BC",3.0,3.0,2148 sqft,,Townhouse,2.0,"$2,993",1992.0,R2802346,Residential,Yes,$628,29/07/2023,"$1,420,000",25/07/2023,"$1,349,000"
1484,1484,"905 - 1180 Pinetree Way, Coquitlam, BC",3.0,2.0,1412 sqft,,Apartment/Condominium,2.0,"$2,324",1992.0,R2801965,Residential,Yes,$601,28/07/2023,"$848,000",24/07/2023,"$848,888"
1485,1485,"703 - 602 Como Lake Ave, Coquitlam, BC",2.0,2.0,830 sqft,,Apartment/Condominium,1.0,"$2,193",2017.0,R2797768,Residential,Yes,$879,28/07/2023,"$718,000",11/07/2023,"$729,900"
1486,1486,"325 - 1185 Pacific St, Coquitlam, BC",1.0,1.0,640 sqft,,Apartment/Condominium,1.0,"$1,276",1997.0,R2802601,Residential,Yes,$764,28/07/2023,"$489,000",26/07/2023,"$489,000"
1487,1487,"6 - 201 Cayer St, Coquitlam, BC",3.0,1.0,1430 sqft,,Manufactured Home,0.0,$846,1991.0,R2791233,Residential,No,$236,28/07/2023,"$315,000",20/06/2023,"$338,880"
1488,1488,"201 - 707 Como Lake Ave, Coquitlam, BC",1.0,1.0,646 sqft,,Apartment/Condominium,1.0,"$1,837",2020.0,R2801296,Residential,Yes,$959,28/07/2023,"$628,000",24/07/2023,"$620,000"
1489,1489,"2552 Harrier Dr, Coquitlam, BC",4.0,3.0,2228 sqft,,Single Family Residence,2.0,"$4,122",1983.0,R2799985,Residential,Yes,$667,28/07/2023,"$1,486,000",18/07/2023,"$1,488,000"
1490,1490,"2854 Banbury Ave, Coquitlam, BC",4.0,2.0,2114 sqft,,Single Family Residence,4.0,"$4,259",1987.0,R2796522,Residential,Yes,$756,28/07/2023,"$1,512,000",09/07/2023,"$1,599,000"
1491,1491,"306 - 717 Breslay St, Coquitlam, BC",3.0,2.0,1034 sqft,,Apartment/Condominium,2.0,"$2,523",2019.0,R2797120,Residential,Yes,$870,28/07/2023,"$879,000",10/07/2023,"$899,900"
1492,1492,"3031 Armada St, Coquitlam, BC",4.0,2.0,2538 sqft,,Single Family Residence,4.0,"$5,332",1964.0,R2799567,Residential,Yes,$709,27/07/2023,"$1,799,900",17/07/2023,"$1,799,900"
1493,1493,"2647 Sandstone Cres, Coquitlam, BC",5.0,3.0,3312 sqft,,Single Family Residence,6.0,"$4,634",1994.0,R2801786,Residential,Yes,$461,27/07/2023,"$1,628,000",25/07/2023,"$1,529,000"
1494,1494,"305 - 1177 Howie Ave, Coquitlam, BC",1.0,1.0,595 sqft,,Apartment/Condominium,1.0,"$1,191",1982.0,R2799876,Residential,Yes,$663,26/07/2023,"$387,000",18/07/2023,"$395,000"
1495,1495,"1503 - 1045 Austin Ave, Coquitlam, BC",1.0,1.0,481 sqft,,Apartment/Condominium,1.0,,2023.0,R2777563,Residential,Yes,"$1,247",26/07/2023,"$599,900",11/05/2023,"$599,900"
1496,1496,"20 - 2590 Panorama Dr, Coquitlam, BC",4.0,2.0,2395 sqft,,Townhouse,2.0,"$3,123",1993.0,R2802180,Residential,Yes,$480,26/07/2023,"$1,164,000",25/07/2023,"$1,149,900"
1497,1497,"1403 - 555 Austin Ave, Coquitlam, BC",2.0,2.0,1195 sqft,,Apartment/Condominium,1.0,"$2,069",1990.0,R2800905,Residential,Yes,$564,26/07/2023,"$700,000",23/07/2023,"$674,900"
1498,1498,"2804 - 657 Whiting Way, Coquitlam, BC",2.0,2.0,814 sqft,,Apartment/Condominium,1.0,"$2,533",2020.0,R2794746,Residential,Yes,$981,25/07/2023,"$799,000",03/07/2023,"$799,000"
1499,1499,"2204 - 3100 Windsor Gate, Coquitlam, BC",2.0,2.0,834 sqft,,Apartment/Condominium,1.0,"$2,301",2018.0,R2800029,Residential,Yes,$958,25/07/2023,"$781,000",18/07/2023,"$799,000"
1500,1500,"140 - 548 Foster Ave, Coquitlam, BC",3.0,2.0,1429 sqft,,Townhouse,3.0,"$3,289",2015.0,R2786125,Residential,Yes,$874,25/07/2023,"$1,238,000",06/06/2023,"$1,249,000"
1501,1501,"2001 - 511 Rochester Ave, Coquitlam, BC",1.0,1.0,676 sqft,,Apartment/Condominium,1.0,"$1,655",2007.0,R2791164,Residential,Yes,$885,25/07/2023,"$560,000",20/06/2023,"$598,888"
1502,1502,"2956 Wagon Wheel Cir, Coquitlam, BC",3.0,1.0,1736 sqft,,Single Family Residence,3.0,"$4,642",1962.0,R2780694,Residential,No,$945,25/07/2023,"$1,500,000",22/05/2023,"$1,640,800"
1503,1503,"2081 Concord Ave, Coquitlam, BC",6.0,3.0,2748 sqft,,Single Family Residence,0.0,"$4,724",1973.0,R2797657,Residential,No,$654,24/07/2023,"$1,780,000",11/07/2023,"$1,799,000"
1504,1504,"309 - 3178 Dayanee Springs Blvd, Coquitlam, BC",1.0,1.0,625 sqft,,Apartment/Condominium,1.0,"$1,550",2013.0,R2800974,Residential,Yes,$888,24/07/2023,"$555,000",23/07/2023,"$555,000"
1505,1505,"181 - 1290 Mitchell St, Coquitlam, BC",3.0,2.0,1533 sqft,,Townhouse,2.0,"$3,205",2021.0,R2794589,Residential,Yes,$782,24/07/2023,"$1,160,000",03/07/2023,"$1,199,000"
1506,1506,"2343 Sumpter Dr, Coquitlam, BC",5.0,3.0,2464 sqft,,Single Family Residence,5.0,"$5,044",1966.0,R2799045,Residential,No,$669,24/07/2023,"$1,682,500",16/07/2023,"$1,650,000"
1507,1507,"1060 Walls Ave, Coquitlam, BC",3.0,2.0,1739 sqft,,Multi Family,6.0,"$3,632",2006.0,R2799096,Residential,Yes,$746,24/07/2023,"$1,318,000",16/07/2023,"$1,299,000"
1508,1508,"671 Madera Crt, Coquitlam, BC",8.0,7.0,5624 sqft,,Single Family Residence,6.0,"$7,996",2021.0,R2767177,Residential,Yes,$568,24/07/2023,"$3,036,952",11/04/2023,"$3,195,000"
1509,1509,"3176 Sylvia Pl, Coquitlam, BC",7.0,3.0,3169 sqft,,Single Family Residence,4.0,"$4,292",1991.0,R2792584,Residential,Yes,$561,24/07/2023,"$1,720,000",25/06/2023,"$1,780,000"
1510,1510,"343 - 3098 Guildford Way, Coquitlam, BC",2.0,2.0,1298 sqft,,Apartment/Condominium,1.0,"$2,020",1997.0,R2800308,Residential,Yes,$562,23/07/2023,"$781,000",18/07/2023,"$729,900"
1511,1511,"606 - 741 Anskar Crt, Coquitlam, BC",3.0,2.0,924 sqft,,Apartment/Condominium,1.0,,2023.0,R2801037,Residential,Yes,$963,23/07/2023,"$889,900",20/07/2023,"$889,900"
1512,1512,"1209 Burkemont Pl, Coquitlam, BC",5.0,3.0,3945 sqft,,Single Family Residence,4.0,"$5,656",2012.0,R2782427,Residential,Yes,$506,23/07/2023,"$1,950,000",28/05/2023,"$1,999,000"
1513,1513,"96 - 2915 Norman Ave, Coquitlam, BC",3.0,1.0,1473 sqft,,Townhouse,1.0,"$2,196",1976.0,R2793010,Residential,No,$526,23/07/2023,"$765,000",25/06/2023,"$775,000"
1514,1514,"324 - 1465 Parkway Blvd, Coquitlam, BC",4.0,3.0,2302 sqft,,Townhouse,3.0,"$3,505",1998.0,R2798894,Residential,Yes,$542,23/07/2023,"$1,280,000",16/07/2023,"$1,249,000"
1515,1515,"228 - 715 Ducklow St, Coquitlam, BC",3.0,2.0,1321 sqft,,Townhouse,2.0,,2024.0,R2802051,Residential,Yes,$908,23/07/2023,"$1,199,900",22/07/2023,"$1,199,900"
1516,1516,"406 Nelson St, Coquitlam, BC",3.0,3.0,2423 sqft,,Single Family Residence,4.0,"$4,642",1968.0,R2783029,Residential,Yes,$742,23/07/2023,"$1,697,000",28/05/2023,"$1,799,000"
1517,1517,"944 Poirier St, Coquitlam, BC",5.0,4.0,2590 sqft,,Single Family Residence,4.0,"$5,232",1960.0,R2799731,Residential,Yes,$772,23/07/2023,"$2,050,000",18/07/2023,"$1,999,900"
1518,1518,"3 - 1299 Coast Meridian Rd, Coquitlam, BC",3.0,3.0,1532 sqft,,Townhouse,2.0,"$2,787",2012.0,R2796767,Residential,Yes,$652,23/07/2023,"$990,000",09/07/2023,"$999,000"
1519,1519,"2408 Latimer Ave, Coquitlam, BC",7.0,5.0,4966 sqft,,Single Family Residence,6.0,"$7,761",2016.0,R2794450,Residential,Yes,$563,23/07/2023,"$2,710,000",03/07/2023,"$2,798,800"
1520,1520,"161 - 548 Foster Ave, Coquitlam, BC",3.0,2.0,1392 sqft,,Townhouse,2.0,"$3,577",2015.0,R2791340,Residential,Yes,$878,23/07/2023,"$1,185,000",20/06/2023,"$1,223,000"
1521,1521,"118 - 3421 Queenston Ave, Coquitlam, BC",3.0,2.0,1377 sqft,,Townhouse,2.0,,2024.0,R2801188,Residential,Yes,$820,23/07/2023,"$1,140,600",23/07/2023,"$1,130,000"
1522,1522,"807 Gatensbury St, Coquitlam, BC",4.0,3.0,2982 sqft,,Single Family Residence,3.0,"$4,592",1945.0,R2791449,Residential,No,$516,23/07/2023,"$1,500,000",20/06/2023,"$1,539,900"
1523,1523,"1997 Elizabeth Dr, Coquitlam, BC",4.0,2.0,1782 sqft,,Single Family Residence,2.0,"$3,476",1981.0,R2797251,Residential,No,$722,23/07/2023,"$1,330,000",09/07/2023,"$1,288,000"
1524,1524,"1289 Hollybrook St, Coquitlam, BC",4.0,3.0,2890 sqft,,Single Family Residence,4.0,"$5,242",2012.0,R2789700,Residential,Yes,$657,23/07/2023,"$1,901,000",18/06/2023,"$1,899,900"
1525,1525,"2309 - 2975 Atlantic Ave, Coquitlam, BC",1.0,1.0,590 sqft,,Apartment/Condominium,1.0,"$1,742",2014.0,R2800040,Residential,Yes,$957,22/07/2023,"$555,000",17/07/2023,"$565,000"
1526,1526,"903 - 3008 Glen Dr, Coquitlam, BC",2.0,2.0,866 sqft,,Apartment/Condominium,1.0,"$1,444",2013.0,R2781089,Residential,Yes,$865,22/07/2023,"$730,000",22/05/2023,"$749,900"
1527,1527,"4502 - 567 Clarke Rd, Coquitlam, BC",3.0,2.0,1359 sqft,,Apartment/Condominium,2.0,"$3,189",2021.0,R2792645,Residential,Yes,"$1,176",22/07/2023,"$1,580,000",25/06/2023,"$1,599,000"
1528,1528,"602 - 2975 Atlantic Ave, Coquitlam, BC",2.0,1.0,696 sqft,,Apartment/Condominium,1.0,"$1,772",2014.0,R2789709,Residential,Yes,$899,22/07/2023,"$620,000",18/06/2023,"$626,000"
1529,1529,"406 - 2968 Burlington Dr, Coquitlam, BC",2.0,1.0,882 sqft,,Apartment/Condominium,1.0,"$1,616",1994.0,R2796896,Residential,Yes,$680,22/07/2023,"$595,000",10/07/2023,"$599,900"
1530,1530,"2101 - 2955 Atlantic Ave, Coquitlam, BC",2.0,2.0,902 sqft,,Apartment/Condominium,1.0,"$2,301",2013.0,R2795684,Residential,Yes,$875,22/07/2023,"$788,000",05/07/2023,"$790,000"
1531,1531,"2999 Dewdney Trunk Rd, Coquitlam, BC",9.0,7.0,5375 sqft,,Single Family Residence,6.0,"$5,010",2003.0,R2794910,Residential,Yes,$390,22/07/2023,"$2,040,000",03/07/2023,"$2,099,999"
1532,1532,"211 - 210 Lebleu St, Coquitlam, BC",1.0,1.0,637 sqft,,Apartment/Condominium,1.0,"$1,518",2014.0,R2796375,Residential,Yes,$828,22/07/2023,"$505,000",09/07/2023,"$528,000"
1533,1533,"2239 Brisco Crt, Coquitlam, BC",3.0,2.0,1876 sqft,,Single Family Residence,4.0,"$4,696",1987.0,R2794595,Residential,Yes,$873,22/07/2023,"$1,530,000",03/07/2023,"$1,639,000"
1534,1534,"201 - 450 Westview St, Coquitlam, BC",1.0,1.0,717 sqft,,Apartment/Condominium,1.0,"$2,001",2021.0,R2799339,Residential,Yes,$974,22/07/2023,"$730,000",15/07/2023,"$699,000"
1535,1535,"208 - 715 Ducklow St, Coquitlam, BC",2.0,2.0,1120 sqft,,Townhouse,2.0,,2024.0,R2796148,Residential,Yes,$982,22/07/2023,"$1,099,900",05/07/2023,"$1,099,900"
1536,1536,"803 - 657 Whiting Way, Coquitlam, BC",1.0,1.0,544 sqft,,Apartment/Condominium,1.0,"$1,664",2019.0,R2797616,Residential,Yes,"$1,062",22/07/2023,"$573,000",11/07/2023,"$578,000"
1537,1537,"1716 Paddock Dr, Coquitlam, BC",4.0,3.0,3536 sqft,,Single Family Residence,6.0,"$6,361",2000.0,R2796904,Residential,Yes,$678,22/07/2023,"$2,355,000",10/07/2023,"$2,399,900"
1538,1538,"107 - 511 Gatensbury St, Coquitlam, BC",3.0,1.0,1258 sqft,,Townhouse,1.0,"$2,071",1977.0,R2797928,Residential,No,$576,21/07/2023,"$720,000",12/07/2023,"$724,999"
1539,1539,"15 - 1219 Burke Mountain St, Coquitlam, BC",3.0,2.0,1646 sqft,,Townhouse,1.0,"$2,973",2014.0,R2794905,Residential,Yes,$656,21/07/2023,"$1,065,000",03/07/2023,"$1,079,888"
1540,1540,"2009 - 450 Westview St, Coquitlam, BC",2.0,2.0,744 sqft,,Apartment/Condominium,2.0,"$2,232",2021.0,R2778865,Residential,Yes,"$1,112",,,,
1541,1541,"218 - 3098 Guildford Way, Coquitlam, BC",2.0,2.0,1063 sqft,,Apartment/Condominium,2.0,"$1,828",1995.0,R2798431,Residential,Yes,$592,20/07/2023,"$740,000",13/07/2023,"$629,900"
1542,1542,"102 - 1188 Johnson St, Coquitlam, BC",2.0,2.0,846 sqft,,Apartment/Condominium,1.0,"$1,975",2011.0,R2799314,Residential,Yes,$777,20/07/2023,"$688,000",16/07/2023,"$658,000"
1543,1543,"36 - 1240 Falcon Dr, Coquitlam, BC",3.0,1.0,1170 sqft,,Townhouse,1.0,"$2,168",1982.0,R2798589,Residential,No,$564,20/07/2023,"$656,000",16/07/2023,"$659,900"
1544,1544,"101 - 3489 Baycrest Ave, Coquitlam, BC",4.0,3.0,2083 sqft,,Townhouse,2.0,,2023.0,R2801689,Residential,Yes,$758,20/07/2023,"$1,579,000",20/07/2023,"$1,579,900"
1545,1545,"107 - 1103 Howie Ave, Coquitlam, BC",1.0,1.0,679 sqft,,Apartment/Condominium,0.0,"$1,116",1978.0,R2799518,Residential,Yes,$661,20/07/2023,"$449,000",17/07/2023,"$449,000"
1546,1546,"4408 - 720 Farrow St, Coquitlam, BC",2.0,2.0,875 sqft,,Apartment/Condominium,1.0,,2024.0,R2783120,Residential,Yes,"$1,370",20/07/2023,"$1,198,900",28/05/2023,"$1,198,900"
1547,1547,"2065 Blantyre Ave, Coquitlam, BC",5.0,2.0,2280 sqft,,Single Family Residence,5.0,"$4,887",1953.0,R2778778,Residential,No,$657,20/07/2023,"$1,465,000",15/05/2023,"$1,499,000"
1548,1548,"1908 - 3080 Lincoln Ave, Coquitlam, BC",2.0,2.0,865 sqft,,Apartment/Condominium,1.0,"$2,210",2016.0,R2796901,Residential,Yes,$910,20/07/2023,"$782,000",10/07/2023,"$788,000"
1549,1549,"22 - 1705 Parkway Blvd, Coquitlam, BC",4.0,3.0,2452 sqft,,Single Family Residence,4.0,"$4,308",2005.0,R2794513,Residential,Yes,$611,20/07/2023,"$1,570,000",03/07/2023,"$1,499,900"
1550,1550,"364 Duncan St, Coquitlam, BC",2.0,2.0,2496 sqft,,Single Family Residence,6.0,"$5,137",1966.0,R2797859,Residential,Yes,$840,19/07/2023,"$1,950,000",12/07/2023,"$2,099,000"
1551,1551,"738 Anskar Crt, Coquitlam, BC",3.0,2.0,1504 sqft,,Multi Family,3.0,"$3,375",1992.0,R2795502,Residential,No,$723,19/07/2023,"$1,150,000",03/07/2023,"$1,088,880"
1552,1552,"203 - 827 Roderick Ave, Coquitlam, BC",1.0,1.0,609 sqft,,Apartment/Condominium,1.0,"$1,534",2014.0,R2793691,Residential,Yes,$845,19/07/2023,"$505,000",28/06/2023,"$515,000"
1553,1553,"609 - 735 Anskar Crt, Coquitlam, BC",2.0,2.0,765 sqft,,Apartment/Condominium,1.0,,2022.0,R2788770,Residential,Yes,"$1,031",19/07/2023,"$758,000",12/06/2023,"$788,888"
1554,1554,"103 - 1187 Pipeline Rd, Coquitlam, BC",2.0,1.0,801 sqft,,Apartment/Condominium,1.0,"$1,413",1990.0,R2788997,Residential,Yes,$685,19/07/2023,"$531,000",14/06/2023,"$548,800"
1555,1555,"340 Laurentian Cres, Coquitlam, BC",3.0,2.0,2491 sqft,,Single Family Residence,6.0,"$4,177",1960.0,R2799229,Residential,No,$670,19/07/2023,"$1,665,000",18/07/2023,"$1,669,900"
1556,1556,"101 - 450 Bromley St, Coquitlam, BC",1.0,1.0,694 sqft,,Apartment/Condominium,1.0,"$1,217",1990.0,R2791617,Residential,Yes,$646,19/07/2023,"$439,000",21/06/2023,"$449,000"
1557,1557,"410 - 2968 Silver Springs Blvd, Coquitlam, BC",3.0,2.0,1335 sqft,,Apartment/Condominium,2.0,"$2,470",2005.0,R2793558,Residential,Yes,$710,18/07/2023,"$942,000",27/06/2023,"$949,000"
1558,1558,"103 - 516 Foster Ave, Coquitlam, BC",1.0,1.0,693 sqft,,Apartment/Condominium,1.0,"$1,805",2019.0,R2796114,Residential,Yes,$920,18/07/2023,"$630,000",04/07/2023,"$638,000"
1559,1559,"110 - 3085 Primrose Lane, Coquitlam, BC",1.0,1.0,700 sqft,,Apartment/Condominium,1.0,"$1,341",1996.0,R2797428,Residential,Yes,$642,18/07/2023,"$515,000",11/07/2023,"$450,000"
1560,1560,"112 - 3503 Gislason Ave, Coquitlam, BC",4.0,2.0,2106 sqft,,Townhouse,2.0,"$3,613",2021.0,R2794839,Residential,Yes,$616,18/07/2023,"$1,270,000",02/07/2023,"$1,299,000"
1561,1561,"137 - 678 Fairview St, Coquitlam, BC",3.0,2.0,1720 sqft,,Townhouse,2.0,,2023.0,R2792460,Residential,Yes,$715,18/07/2023,"$1,200,000",25/06/2023,"$1,230,000"
1562,1562,"803 - 585 Austin Ave, Coquitlam, BC",3.0,2.0,1136 sqft,,Apartment/Condominium,1.0,,2022.0,R2790568,Residential,Yes,$994,18/07/2023,"$1,040,000",15/06/2023,"$1,130,000"
1563,1563,"1254 Hornby St, Coquitlam, BC",3.0,2.0,1808 sqft,,Single Family Residence,3.0,"$3,385",1980.0,R2792641,Residential,Yes,$636,18/07/2023,"$1,060,000",23/06/2023,"$1,150,000"
1564,1564,"1401 - 1148 Heffley Cres, Coquitlam, BC",1.0,1.0,618 sqft,,Apartment/Condominium,2.0,$748,1999.0,R2785718,Residential,Yes,$873,18/07/2023,"$525,000",05/06/2023,"$539,999"
1565,1565,"2100 Edgewood Ave, Coquitlam, BC",4.0,2.0,2504 sqft,,Single Family Residence,3.0,"$4,796",1964.0,R2796798,Residential,No,$678,18/07/2023,"$1,648,000",09/07/2023,"$1,699,000"
1566,1566,"3089 Mariner Way, Coquitlam, BC",4.0,2.0,2005 sqft,,Single Family Residence,8.0,"$3,672",1973.0,R2796988,Residential,Yes,$692,18/07/2023,"$1,398,000",10/07/2023,"$1,388,000"
1567,1567,"2580 Latimer Ave, Coquitlam, BC",7.0,4.0,3768 sqft,,Single Family Residence,6.0,"$5,059",1988.0,R2787569,Residential,Yes,$535,17/07/2023,"$2,008,800",11/06/2023,"$2,018,800"
1568,1568,"302 - 555 Foster Ave, Coquitlam, BC",1.0,1.0,679 sqft,,Apartment/Condominium,1.0,"$1,723",2012.0,R2787725,Residential,Yes,$854,17/07/2023,"$575,000",11/06/2023,"$579,900"
1569,1569,"779 Chilko Dr, Coquitlam, BC",4.0,3.0,2307 sqft,,Single Family Residence,2.0,"$3,850",1983.0,R2796941,Residential,Yes,$584,17/07/2023,"$1,300,000",10/07/2023,"$1,349,000"
1570,1570,"104 - 1167 Pipeline Rd, Coquitlam, BC",2.0,1.0,921 sqft,,Apartment/Condominium,1.0,"$1,625",1990.0,R2796408,Residential,Yes,$649,17/07/2023,"$585,000",05/07/2023,"$598,000"
1571,1571,"2030 Palliser Ave, Coquitlam, BC",5.0,3.0,3294 sqft,,Single Family Residence,6.0,"$5,285",1959.0,R2798172,Residential,No,$512,17/07/2023,"$1,689,000",12/07/2023,"$1,689,000"
1572,1572,"3605 - 1182 Westwood St, Coquitlam, BC",2.0,2.0,983 sqft,,Apartment/Condominium,1.0,,2023.0,R2794671,Residential,Yes,"$1,031",17/07/2023,"$1,013,900",28/06/2023,"$1,013,900"
1573,1573,"1510 - 525 Foster Ave, Coquitlam, BC",1.0,1.0,576 sqft,,Apartment/Condominium,1.0,"$1,782",2020.0,R2783462,Residential,Yes,"$1,142",17/07/2023,"$645,000",30/05/2023,"$658,000"
1574,1574,"903 - 1199 Eastwood St, Coquitlam, BC",3.0,2.0,1308 sqft,,Apartment/Condominium,2.0,"$2,232",1995.0,R2794706,Residential,Yes,$587,17/07/2023,"$765,000",29/06/2023,"$769,000"
1575,1575,"902 - 958 Ridgeway Ave, Coquitlam, BC",2.0,2.0,940 sqft,,Apartment/Condominium,2.0,"$2,350",2014.0,R2793033,Residential,Yes,$903,17/07/2023,"$810,000",26/06/2023,"$849,000"
1576,1576,"1607 - 1148 Heffley Cres, Coquitlam, BC",2.0,2.0,968 sqft,,Apartment/Condominium,2.0,"$1,802",1998.0,R2796722,Residential,Yes,$618,17/07/2023,"$655,000",09/07/2023,"$599,000"
1577,1577,"314 - 3105 Lincoln Ave, Coquitlam, BC",1.0,1.0,675 sqft,,Apartment/Condominium,1.0,"$1,619",2010.0,R2796411,Residential,Yes,$888,17/07/2023,"$605,000",09/07/2023,"$599,900"
1578,1578,"839 Baker Dr, Coquitlam, BC",4.0,3.0,3871 sqft,,Single Family Residence,4.0,"$5,555",1968.0,R2795091,Residential,Yes,$619,01/02/2024,"$2,347,500",28/01/2024,"$2,375,000"
1579,1579,"61 - 3500 Promenade Burke Village, Coquitlam, BC",4.0,3.0,2377 sqft,,Townhouse,2.0,"$4,523",2018.0,R2796374,Residential,Yes,$630,17/07/2023,"$1,430,000",09/07/2023,"$1,499,000"
1580,1580,"1703 - 958 Ridgeway Ave, Coquitlam, BC",2.0,1.0,810 sqft,,Apartment/Condominium,2.0,"$2,079",2014.0,R2795771,Residential,Yes,$901,17/07/2023,"$720,000",05/07/2023,"$729,900"
1581,1581,"419 Delmont St, Coquitlam, BC",8.0,5.0,5766 sqft,,Single Family Residence,4.0,"$7,719",2017.0,R2760736,Residential,Yes,$466,16/07/2023,"$2,630,000",16/03/2023,"$2,688,000"
1582,1582,"214 - 648 Lea Ave, Coquitlam, BC",2.0,2.0,804 sqft,,Apartment/Condominium,1.0,,2023.0,R2792816,Residential,Yes,$920,16/07/2023,"$739,900",25/06/2023,"$739,900"
1583,1583,"209 - 3178 Dayanee Springs Blvd, Coquitlam, BC",1.0,1.0,621 sqft,,Apartment/Condominium,1.0,"$1,495",2013.0,R2797921,Residential,No,$877,16/07/2023,"$542,000",12/07/2023,"$545,000"
1584,1584,"50 - 2978 Whisper Way, Coquitlam, BC",4.0,3.0,2405 sqft,,Townhouse,4.0,"$3,782",2004.0,R2797734,Residential,Yes,$557,16/07/2023,"$1,350,000",11/07/2023,"$1,340,000"
1585,1585,"105 - 688 Edgar Ave, Coquitlam, BC",2.0,2.0,1252 sqft,,Townhouse,2.0,"$2,640",2008.0,R2788411,Residential,Yes,$757,16/07/2023,"$911,000",08/06/2023,"$948,888"
1586,1586,"18 - 1320 Riley St, Coquitlam, BC",2.0,2.0,1170 sqft,,Townhouse,2.0,"$2,604",2013.0,R2787734,Residential,Yes,$819,16/07/2023,"$948,000",11/06/2023,"$959,000"
1587,1587,"5 - 3065 Dayanee Springs Blvd, Coquitlam, BC",3.0,2.0,1493 sqft,,Townhouse,0.0,"$3,146",2007.0,R2796197,Residential,Yes,$762,16/07/2023,"$1,100,000",05/07/2023,"$1,139,000"
1588,1588,"2022 Shaughnessy Pl, Coquitlam, BC",4.0,2.0,1905 sqft,,Single Family Residence,5.0,"$3,577",1986.0,R2796763,Residential,Yes,$524,16/07/2023,"$1,102,000",09/07/2023,"$1,000,000"
1589,1589,"316 - 721 Anskar Crt, Coquitlam, BC",2.0,2.0,812 sqft,,Apartment/Condominium,1.0,"$2,004",2022.0,R2782556,Residential,Yes,$922,16/07/2023,"$747,500",28/05/2023,"$749,000"
1590,1590,"604 - 645 Como Lake Ave, Coquitlam, BC",3.0,2.0,897 sqft,,Apartment/Condominium,2.0,,2023.0,R2789108,Residential,Yes,$891,16/07/2023,"$750,000",12/06/2023,"$799,900"
1591,1591,"3134 Mariner Way, Coquitlam, BC",4.0,2.0,2057 sqft,,Single Family Residence,7.0,"$2,849",1973.0,R2796830,Residential,No,$533,16/07/2023,"$1,312,888",09/07/2023,"$1,098,000"
1592,1592,"798 Cottonwood Ave, Coquitlam, BC",4.0,2.0,2404 sqft,,Single Family Residence,4.0,"$5,033",1974.0,R2776628,Residential,Yes,$706,15/07/2023,"$1,550,000",09/05/2023,"$1,699,000"
1593,1593,"2551 Fuchsia Pl, Coquitlam, BC",3.0,2.0,1740 sqft,,Single Family Residence,3.0,"$4,507",1987.0,R2794798,Residential,Yes,$850,15/07/2023,"$1,425,000",02/07/2023,"$1,480,000"
1594,1594,"13 - 1328 Brunette Ave, Coquitlam, BC",2.0,2.0,1446 sqft,,Townhouse,2.0,"$2,232",1988.0,R2797529,Residential,Yes,$552,15/07/2023,"$800,000",11/07/2023,"$799,000"
1595,1595,"1158 Madore Ave, Coquitlam, BC",4.0,2.0,2420 sqft,,Single Family Residence,6.0,"$5,070",1964.0,R2797865,Residential,No,$971,15/07/2023,"$2,250,000",12/07/2023,"$2,350,000"
1596,1596,"1720 Grover Ave, Coquitlam, BC",3.0,3.0,2035 sqft,,Single Family Residence,10.0,"$5,323",1961.0,R2797494,Residential,Yes,$982,14/07/2023,"$1,990,000",11/07/2023,"$1,999,900"
1597,1597,"14 - 3190 Tahsis Ave, Coquitlam, BC",3.0,1.0,1871 sqft,,Townhouse,2.0,"$2,791",1981.0,R2796844,Residential,No,$414,14/07/2023,"$780,000",10/07/2023,"$775,000"
1598,1598,"3168 Pier Dr, Coquitlam, BC",4.0,3.0,2351 sqft,,Single Family Residence,6.0,"$4,253",1988.0,R2792066,Residential,Yes,$672,13/07/2023,"$1,530,000",19/06/2023,"$1,580,000"
1599,1599,"3258 Chartwell Green, Coquitlam, BC",5.0,4.0,3906 sqft,,Single Family Residence,4.0,"$5,460",2002.0,R2783273,Residential,Yes,$478,13/07/2023,"$1,750,000",30/05/2023,"$1,868,000"
