,Unnamed: 0,address,beds,bath,area,maintenance,type,parking,taxes,built,mlsNumber,levels,garage,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice
121,121,"603 - 3100 Windsor Gate, Coquitlam, BC",2.0,2.0,933 sqft,,Apartment/Condominium,1.0,"$2,360",2018.0,R2870811,Residential,Yes,$952,31/05/2024,"$890,000",14/04/2024,"$889,000"
122,122,"402 - 555 Foster Ave, Coquitlam, BC",1.0,1.0,667 sqft,,Apartment/Condominium,1.0,"$1,736",2012.0,R2887603,Residential,Yes,$869,31/05/2024,"$575,000",26/05/2024,"$579,800"
123,123,"106 - 2969 Whisper Way, Coquitlam, BC",2.0,2.0,891 sqft,,Apartment/Condominium,1.0,"$2,096",2005.0,R2888509,Residential,Yes,$773,31/05/2024,"$675,000",28/05/2024,"$689,000"
124,124,"305 - 592 Harrison Ave, Coquitlam, BC",1.0,1.0,566 sqft,,Apartment/Condominium,1.0,,2026.0,R2864401,Residential,Yes,"$1,104",30/05/2024,"$625,000",27/03/2024,"$625,000"
125,125,"316 - 98 Laval St, Coquitlam, BC",2.0,1.0,863 sqft,,Apartment/Condominium,1.0,"$1,606",1990.0,R2885433,Residential,No,$753,30/05/2024,"$640,000",20/05/2024,"$649,900"
126,126,"881 Porter St, Coquitlam, BC",6.0,2.0,1024 sqft,,Single Family Residence,1.0,"$5,097",1965.0,R2882488,Residential,Yes,"$1,562",30/05/2024,"$1,525,000",12/05/2024,"$1,599,900"
127,127,"508 - 3178 Dayanee Springs Blvd, Coquitlam, BC",2.0,2.0,832 sqft,,Apartment/Condominium,2.0,"$1,942",2013.0,R2867956,Residential,Yes,$847,30/05/2024,"$701,000",07/04/2024,"$704,900"
128,128,"1460 Hockaday St, Coquitlam, BC",5.0,3.0,2931 sqft,,Single Family Residence,8.0,"$5,003",1989.0,R2888619,Residential,Yes,$640,30/05/2024,"$1,850,000",28/05/2024,"$1,878,000"
129,129,"3516 Forst Ave, Coquitlam, BC",7.0,6.0,3500 sqft,,Single Family Residence,5.0,"$5,320",2021.0,R2887921,Residential,Yes,$571,30/05/2024,"$1,945,000",27/05/2024,"$1,999,000"
130,130,"205 - 668 Whiting Way, Coquitlam, BC",3.0,2.0,1190 sqft,,Townhouse,1.0,,2026.0,R2889316,Residential,Yes,"$1,066",29/05/2024,"$1,268,900",28/05/2024,"$1,268,900"
131,131,"503 - 1190 Pipeline Rd, Coquitlam, BC",2.0,2.0,1357 sqft,,Apartment/Condominium,2.0,"$2,693",1994.0,R2887060,Residential,Yes,$619,29/05/2024,"$839,999",26/05/2024,"$839,999"
132,132,"601 - 595 Austin Ave, Coquitlam, BC",2.0,2.0,900 sqft,,Apartment/Condominium,1.0,,2022.0,R2869146,Residential,Yes,"$1,021",29/05/2024,"$890,000",08/04/2024,"$919,000"
133,133,"204 - 668 Whiting Way, Coquitlam, BC",3.0,2.0,1193 sqft,,Townhouse,1.0,,2026.0,R2875261,Residential,Yes,"$1,063",29/05/2024,"$1,268,900",21/04/2024,"$1,268,900"
134,134,"3430 Hamber Crt, Coquitlam, BC",6.0,4.0,3963 sqft,,Single Family Residence,4.0,"$6,289",2016.0,R2879429,Residential,Yes,$605,29/05/2024,"$2,340,000",05/05/2024,"$2,399,000"
135,135,"2404 - 652 Whiting Way, Coquitlam, BC",2.0,2.0,820 sqft,,Apartment/Condominium,1.0,"$2,435",2020.0,R2874783,Residential,Yes,$975,28/05/2024,"$785,000",23/04/2024,"$799,999"
136,136,"2044 Blantyre Ave, Coquitlam, BC",5.0,2.0,2538 sqft,,Single Family Residence,10.0,"$4,908",1965.0,R2888135,Residential,Yes,$704,28/05/2024,"$1,795,800",27/05/2024,"$1,788,800"
137,137,"4206 - 720 Farrow St, Coquitlam, BC",2.0,2.0,952 sqft,,Apartment/Condominium,1.0,,2025.0,R2864186,Residential,Yes,"$1,197",28/05/2024,"$1,139,900",28/03/2024,"$1,139,900"
138,138,"813 Regan Ave, Coquitlam, BC",7.0,5.0,6002 sqft,,Single Family Residence,5.0,"$5,937",2024.0,R2875525,Residential,Yes,$563,28/05/2024,"$3,307,500",24/04/2024,"$3,379,900"
139,139,"202 - 707 Como Lake Ave, Coquitlam, BC",2.0,2.0,799 sqft,,Apartment/Condominium,2.0,"$2,414",2020.0,R2884582,Residential,Yes,$932,27/05/2024,"$760,000",19/05/2024,"$745,000"
140,140,"404 - 2968 Burlington Dr, Coquitlam, BC",3.0,2.0,1151 sqft,,Apartment/Condominium,2.0,"$1,975",1993.0,R2884755,Residential,Yes,$634,27/05/2024,"$740,000",20/05/2024,"$729,800"
141,141,"220 - 618 Langside Ave, Coquitlam, BC",2.0,2.0,1096 sqft,,Townhouse,1.0,"$2,523",2013.0,R2885051,Residential,Yes,$729,27/05/2024,"$825,000",20/05/2024,"$799,900"
142,142,"1502 - 555 Sydney Ave, Coquitlam, BC",2.0,2.0,837 sqft,,Apartment/Condominium,0.0,"$2,040",2022.0,R2869534,Residential,Yes,"$1,050",,,,
143,143,"209 - 827 Roderick Ave, Coquitlam, BC",1.0,1.0,573 sqft,,Apartment/Condominium,1.0,"$1,485",2014.0,R2880333,Residential,Yes,$890,27/05/2024,"$500,000",06/05/2024,"$510,000"
144,144,"803 - 575 Delestre Ave, Coquitlam, BC",2.0,2.0,1001 sqft,,Apartment/Condominium,1.0,"$2,210",2008.0,R2885754,Residential,Yes,$748,27/05/2024,"$725,000",21/05/2024,"$749,000"
145,145,"14 - 3395 Galloway Ave, Coquitlam, BC",3.0,2.0,1421 sqft,,Townhouse,2.0,"$3,061",2012.0,R2885824,Residential,Yes,$703,27/05/2024,"$988,000",21/05/2024,"$999,000"
146,146,"1009 - 1188 Pinetree Way, Coquitlam, BC",2.0,2.0,814 sqft,,Apartment/Condominium,2.0,"$2,151",2016.0,R2885301,Residential,Yes,$857,27/05/2024,"$720,000",20/05/2024,"$698,000"
147,147,"103 - 590 Whiting Way, Coquitlam, BC",1.0,1.0,722 sqft,,Apartment/Condominium,1.0,"$1,230",1973.0,R2881597,Residential,Yes,$675,27/05/2024,"$485,000",08/05/2024,"$488,000"
148,148,"1006 - 525 Foster Ave, Coquitlam, BC",1.0,1.0,517 sqft,,Apartment/Condominium,1.0,"$1,566",2020.0,R2861441,Residential,Yes,"$1,116",27/05/2024,"$567,000",16/03/2024,"$577,000"
149,149,"409 - 808 Gauthier Ave, Coquitlam, BC",1.0,1.0,546 sqft,,Apartment/Condominium,1.0,,2022.0,R2884923,Residential,Yes,$912,26/05/2024,"$520,000",20/05/2024,"$498,000"
150,150,"2880 Mara Dr, Coquitlam, BC",4.0,2.0,2753 sqft,,Single Family Residence,3.0,"$5,238",1987.0,R2876148,Residential,Yes,$670,26/05/2024,"$1,820,000",28/04/2024,"$1,845,000"
151,151,"116 - 1306 Laval Sq, Coquitlam, BC",3.0,2.0,1384 sqft,,Multi Family,2.0,,2023.0,R2869967,Residential,Yes,$793,26/05/2024,"$1,098,000",10/04/2024,"$1,098,000"
152,152,"1981 King Albert Ave, Coquitlam, BC",5.0,2.0,2546 sqft,,Single Family Residence,6.0,"$4,869",1972.0,R2884605,Residential,No,$726,26/05/2024,"$1,850,000",19/05/2024,"$1,850,000"
153,153,"1187 Esperanza Dr, Coquitlam, BC",6.0,3.0,2648 sqft,,Single Family Residence,2.0,"$3,819",1981.0,R2884744,Residential,Yes,$528,26/05/2024,"$1,430,000",20/05/2024,"$1,399,000"
154,154,"1465 Moore Pl, Coquitlam, BC",5.0,3.0,3128 sqft,,Single Family Residence,3.0,"$5,890",1998.0,R2876122,Residential,Yes,$605,26/05/2024,"$1,800,000",28/04/2024,"$1,895,000"
155,155,"3173 Dunkirk Ave, Coquitlam, BC",8.0,6.0,4007 sqft,,Single Family Residence,4.0,,2025.0,R2878750,Residential,Yes,$595,26/05/2024,"$2,300,000",01/05/2024,"$2,388,000"
156,156,"1533 Eagle Mountain Dr, Coquitlam, BC",5.0,3.0,3002 sqft,,Single Family Residence,4.0,"$5,703",1996.0,R2887209,Residential,Yes,$565,26/05/2024,"$1,698,000",26/05/2024,"$1,699,000"
157,157,"2506 - 1178 Heffley Cres, Coquitlam, BC",2.0,2.0,931 sqft,,Apartment/Condominium,1.0,"$1,968",2008.0,R2878256,Residential,Yes,$804,26/05/2024,"$725,000",01/05/2024,"$749,000"
158,158,"2810 - 318 Alderson Ave, Coquitlam, BC",0.0,1.0,424 sqft,,Apartment/Condominium,1.0,,2024.0,R2887508,Residential,Yes,"$1,202",26/05/2024,"$509,900",25/05/2024,"$509,900"
159,159,"504 Alouette Dr, Coquitlam, BC",4.0,3.0,3376 sqft,,Single Family Residence,4.0,"$5,140",1984.0,R2876558,Residential,Yes,$651,25/05/2024,"$2,120,000",28/04/2024,"$2,199,000"
160,160,"1424 Como Lake Ave, Coquitlam, BC",4.0,2.0,2687 sqft,,Single Family Residence,6.0,"$4,174",1946.0,R2876351,Residential,No,$586,25/05/2024,"$1,500,000",28/04/2024,"$1,575,000"
161,161,"406 - 1200 Eastwood St, Coquitlam, BC",1.0,1.0,705 sqft,,Apartment/Condominium,1.0,"$1,338",1995.0,R2886583,Residential,Yes,$777,25/05/2024,"$553,000",22/05/2024,"$548,000"
162,162,"17 - 2979 Panorama Dr, Coquitlam, BC",3.0,2.0,2410 sqft,,Townhouse,2.0,"$3,450",1994.0,R2881551,Residential,Yes,$551,25/05/2024,"$1,300,000",09/05/2024,"$1,329,900"
163,163,"2737 Pilot Dr, Coquitlam, BC",4.0,2.0,2062 sqft,,Single Family Residence,4.0,"$4,291",1973.0,R2880600,Residential,No,$751,25/05/2024,"$1,513,000",07/05/2024,"$1,550,000"
164,164,"407 - 1432 Parkway Blvd, Coquitlam, BC",2.0,2.0,912 sqft,,Apartment/Condominium,1.0,"$1,939",2000.0,R2865978,Residential,Yes,$699,24/05/2024,"$627,500",01/04/2024,"$638,000"
165,165,"1 - 1561 Booth Ave, Coquitlam, BC",2.0,1.0,1000 sqft,,Townhouse,1.0,"$1,847",1997.0,R2878662,Residential,Yes,$670,24/05/2024,"$672,000",01/05/2024,"$670,000"
166,166,"109 - 3065 Primrose Lane, Coquitlam, BC",2.0,2.0,966 sqft,,Apartment/Condominium,0.0,"$1,678",1993.0,R2885506,Residential,Yes,$723,24/05/2024,"$697,000",20/05/2024,"$698,888"
167,167,"537 Ascot St, Coquitlam, BC",3.0,2.0,1901 sqft,,Single Family Residence,2.0,"$4,944",1973.0,R2877277,Residential,Yes,$972,24/05/2024,"$1,791,000",01/05/2024,"$1,849,000"
168,168,"106 - 3105 Lincoln Ave, Coquitlam, BC",2.0,2.0,964 sqft,,Apartment/Condominium,1.0,"$2,144",2010.0,R2883605,Residential,Yes,$829,24/05/2024,"$792,000",14/05/2024,"$799,800"
169,169,"2143 Dawes Hill Rd, Coquitlam, BC",7.0,4.0,3684 sqft,,Single Family Residence,3.0,"$4,665",2006.0,R2873689,Residential,Yes,$515,-,-,26/05/2024,"$1,860,000"
170,170,"922 Rochester Ave, Coquitlam, BC",7.0,5.0,3802 sqft,,Single Family Residence,2.0,"$6,283",2017.0,R2883049,Residential,Yes,$601,23/05/2024,"$2,267,500",13/05/2024,"$2,288,000"
171,171,"1261 River Dr, Coquitlam, BC",3.0,2.0,1748 sqft,,Single Family Residence,4.0,"$4,106",1983.0,R2884868,Residential,Yes,$815,23/05/2024,"$1,435,000",20/05/2024,"$1,425,000"
172,172,"2201 - 901 Lougheed Highway, Coquitlam, BC",2.0,2.0,720 sqft,,Apartment/Condominium,1.0,,2023.0,R2850404,Residential,Yes,"$1,054",23/05/2024,"$735,000",13/02/2024,"$759,000"
173,173,"610 - 450 Westview St, Coquitlam, BC",2.0,2.0,945 sqft,,Apartment/Condominium,1.0,"$2,467",2021.0,R2882042,Residential,Yes,$961,22/05/2024,"$899,000",12/05/2024,"$909,000"
174,174,"12 - 621 Langside Ave, Coquitlam, BC",3.0,2.0,1301 sqft,,Townhouse,2.0,"$2,771",2010.0,R2877809,Residential,Yes,$691,22/05/2024,"$875,000",30/04/2024,"$899,900"
175,175,"1887 Bluff Way, Coquitlam, BC",4.0,3.0,2016 sqft,,Single Family Residence,4.0,"$3,391",1979.0,R2885111,Residential,Yes,$654,22/05/2024,"$1,320,000",20/05/2024,"$1,319,000"
176,176,"735 Hailey St, Coquitlam, BC",6.0,4.0,5354 sqft,,Single Family Residence,10.0,"$8,476",2012.0,R2884054,Residential,Yes,$634,22/05/2024,"$3,300,000",15/05/2024,"$3,399,000"
177,177,"828 Norfolk St, Coquitlam, BC",3.0,2.0,2110 sqft,,Single Family Residence,6.0,"$5,007",1970.0,R2869747,Residential,Yes,$900,22/05/2024,"$1,860,000",10/04/2024,"$1,899,000"
178,178,"25 - 98 Begin St, Coquitlam, BC",3.0,2.0,1316 sqft,,Townhouse,1.0,"$2,162",1988.0,R2875606,Residential,No,$659,21/05/2024,"$842,500",29/04/2024,"$868,000"
179,179,"401 - 3000 Riverbend Dr, Coquitlam, BC",5.0,3.0,2294 sqft,,Single Family Residence,2.0,"$3,084",2007.0,R2885012,Residential,Yes,$544,21/05/2024,"$1,250,000",20/05/2024,"$1,248,000"
180,180,"412 - 516 Foster Ave, Coquitlam, BC",1.0,1.0,631 sqft,,Apartment/Condominium,1.0,"$1,707",2019.0,R2882118,Residential,Yes,$903,21/05/2024,"$575,000",12/05/2024,"$569,900"
181,181,"310 - 2733 Atlin Pl, Coquitlam, BC",2.0,2.0,1157 sqft,,Apartment/Condominium,1.0,"$1,971",1989.0,R2881101,Residential,Yes,$560,21/05/2024,"$639,000",07/05/2024,"$649,000"
182,182,"102 - 1330 Genest Way, Coquitlam, BC",3.0,2.0,1252 sqft,,Apartment/Condominium,2.0,"$2,112",2008.0,R2883164,Residential,Yes,$718,21/05/2024,"$890,000",13/05/2024,"$899,000"
183,183,"418 - 1219 Johnson St, Coquitlam, BC",2.0,1.0,885 sqft,,Apartment/Condominium,1.0,"$1,573",1991.0,R2881100,Residential,Yes,$632,20/05/2024,"$572,000",05/05/2024,"$559,900"
184,184,"3156 Redonda Dr, Coquitlam, BC",4.0,3.0,2083 sqft,,Single Family Residence,3.0,"$3,867",1983.0,R2882245,Residential,Yes,$685,20/05/2024,"$1,480,000",12/05/2024,"$1,428,000"
185,185,"431 Mundy St, Coquitlam, BC",3.0,2.0,1701 sqft,,Single Family Residence,6.0,"$4,103",1984.0,R2881618,Residential,Yes,$896,20/05/2024,"$1,480,000",09/05/2024,"$1,525,000"
186,186,"404 - 1128 Kensal Pl, Coquitlam, BC",2.0,2.0,1028 sqft,,Apartment/Condominium,1.0,"$2,304",2013.0,R2879860,Residential,Yes,$796,20/05/2024,"$805,000",06/05/2024,"$819,000"
187,187,"3304 - 567 Clarke Rd, Coquitlam, BC",2.0,2.0,898 sqft,,Apartment/Condominium,1.0,"$2,095",2021.0,R2874157,Residential,Yes,$989,20/05/2024,"$870,000",22/04/2024,"$889,000"
188,188,"2404 - 1182 Westwood St, Coquitlam, BC",2.0,2.0,782 sqft,,Apartment/Condominium,1.0,,2023.0,R2880816,Residential,Yes,"$1,021",20/05/2024,"$825,000",07/05/2024,"$799,000"
189,189,"12 - 1228 Hudson St, Coquitlam, BC",4.0,3.0,1810 sqft,,Townhouse,3.0,"$4,080",2019.0,R2879584,Residential,Yes,$828,20/05/2024,"$1,475,000",05/05/2024,"$1,499,000"
190,190,"203 - 1215 Pacific St, Coquitlam, BC",1.0,1.0,809 sqft,,Apartment/Condominium,1.0,"$1,407",1992.0,R2873933,Residential,Yes,$679,20/05/2024,"$532,500",22/04/2024,"$549,888"
191,191,"3423 Victoria Dr, Coquitlam, BC",7.0,5.0,3162 sqft,,Single Family Residence,3.0,,2024.0,R2866358,Residential,Yes,$584,19/05/2024,"$1,840,000",02/04/2024,"$1,848,800"
192,192,"744 Sproule Ave, Coquitlam, BC",3.0,1.0,1394 sqft,,Multi Family,3.0,"$2,469",1977.0,R2884256,Residential,No,$716,19/05/2024,"$927,500",15/05/2024,"$998,800"
193,193,"2207 - 308 Alderson Ave, Coquitlam, BC",2.0,2.0,864 sqft,,Apartment/Condominium,1.0,,2024.0,R2886338,Residential,Yes,"$1,054",19/05/2024,"$910,900",18/05/2024,"$910,900"
194,194,"407 - 1185 Pacific St, Coquitlam, BC",1.0,1.0,818 sqft,,Apartment/Condominium,1.0,"$1,560",1998.0,R2880028,Residential,Yes,$732,19/05/2024,"$594,000",06/05/2024,"$599,000"
195,195,"2208 - 657 Whiting Way, Coquitlam, BC",1.0,1.0,504 sqft,,Apartment/Condominium,1.0,"$1,648",2020.0,R2873232,Residential,Yes,"$1,140",18/05/2024,"$564,000",21/04/2024,"$575,000"
196,196,"3329 Hockaday Pl, Coquitlam, BC",6.0,3.0,3925 sqft,,Single Family Residence,6.0,"$5,307",1993.0,R2883491,Residential,Yes,$514,18/05/2024,"$2,000,000",14/05/2024,"$2,020,000"
197,197,"1707 - 3007 Glen Dr, Coquitlam, BC",2.0,2.0,852 sqft,,Apartment/Condominium,1.0,"$2,223",2015.0,R2859659,Residential,Yes,$925,18/05/2024,"$738,000",13/03/2024,"$788,800"
198,198,"440 Byng St, Coquitlam, BC",5.0,3.0,3336 sqft,,Single Family Residence,10.0,"$5,323",1960.0,R2881555,Residential,Yes,$719,18/05/2024,"$2,300,000",08/05/2024,"$2,399,000"
199,199,"1608 - 585 Austin Ave, Coquitlam, BC",1.0,1.0,603 sqft,,Apartment/Condominium,1.0,,2022.0,R2864890,Residential,Yes,"$1,159",18/05/2024,"$682,500",01/04/2024,"$699,000"
200,200,"727 Linton St, Coquitlam, BC",5.0,2.0,2310 sqft,,Single Family Residence,4.0,"$4,348",1959.0,R2876798,Residential,Yes,$735,18/05/2024,"$1,650,000",29/04/2024,"$1,699,888"
201,201,"403 - 553 Foster Ave, Coquitlam, BC",2.0,2.0,898 sqft,,Apartment/Condominium,1.0,"$2,125",2012.0,R2881756,Residential,Yes,$835,18/05/2024,"$745,000",09/05/2024,"$749,900"
202,202,"701 - 3093 Windsor Gate, Coquitlam, BC",2.0,2.0,1031 sqft,,Apartment/Condominium,1.0,"$2,392",2016.0,R2882411,Residential,Yes,$853,18/05/2024,"$870,000",12/05/2024,"$879,800"
203,203,"3450 Galloway Ave, Coquitlam, BC",5.0,3.0,3970 sqft,,Single Family Residence,4.0,"$6,606",2012.0,R2875493,Residential,Yes,$629,17/05/2024,"$2,473,000",24/04/2024,"$2,498,000"
204,204,"204 - 528 Rochester Ave, Coquitlam, BC",1.0,1.0,591 sqft,,Apartment/Condominium,1.0,"$1,283",1998.0,R2836026,Residential,Yes,$862,17/05/2024,"$495,000",03/12/2023,"$510,000"
205,205,"23 - 1228 Hudson St, Coquitlam, BC",3.0,2.0,1409 sqft,,Townhouse,2.0,"$3,407",2019.0,R2879474,Residential,Yes,$850,16/05/2024,"$1,185,000",05/05/2024,"$1,198,000"
206,206,"3004 - 657 Whiting Way, Coquitlam, BC",2.0,2.0,819 sqft,,Apartment/Condominium,1.0,"$2,549",2020.0,R2855873,Residential,Yes,"$1,036",16/05/2024,"$780,000",28/02/2024,"$849,000"
207,207,"1007 - 530 Whiting Way, Coquitlam, BC",1.0,1.0,576 sqft,,Apartment/Condominium,2.0,"$1,783",2019.0,R2836411,Residential,Yes,"$1,085",16/05/2024,"$600,000",01/12/2023,"$625,000"
208,208,"191 Warrick St, Coquitlam, BC",5.0,3.0,2340 sqft,,Single Family Residence,8.0,"$3,843",1987.0,R2881313,Residential,Yes,$587,16/05/2024,"$1,375,000",07/05/2024,"$1,375,000"
209,209,"2008 - 657 Whiting Way, Coquitlam, BC",1.0,1.0,501 sqft,,Apartment/Condominium,1.0,"$1,632",2020.0,R2882112,Residential,Yes,"$1,093",16/05/2024,"$545,000",12/05/2024,"$548,000"
210,210,"1407 - 652 Whiting Way, Coquitlam, BC",2.0,2.0,970 sqft,,Apartment/Condominium,1.0,"$2,572",2020.0,R2881151,Residential,Yes,$925,16/05/2024,"$870,000",06/05/2024,"$898,000"
211,211,"1502 - 602 Como Lake Ave, Coquitlam, BC",2.0,2.0,828 sqft,,Apartment/Condominium,2.0,"$2,252",2017.0,R2877739,Residential,Yes,$905,15/05/2024,"$752,000",30/04/2024,"$749,999"
212,212,"1419 Milford Ave, Coquitlam, BC",4.0,2.0,2222 sqft,,Single Family Residence,8.0,"$5,007",1970.0,R2881245,Residential,Yes,$762,15/05/2024,"$1,710,000",09/05/2024,"$1,695,000"
213,213,"2801 - 2978 Glen Dr, Coquitlam, BC",2.0,2.0,872 sqft,,Apartment/Condominium,1.0,"$2,216",2009.0,R2879617,Residential,Yes,$835,15/05/2024,"$720,000",05/05/2024,"$728,800"
214,214,"3393 Creston Close, Coquitlam, BC",5.0,3.0,3188 sqft,,Single Family Residence,4.0,"$5,424",2009.0,R2881963,Residential,Yes,$655,15/05/2024,"$2,043,000",12/05/2024,"$2,089,000"
215,215,"214 - 295 Schoolhouse St, Coquitlam, BC",1.0,1.0,640 sqft,,Apartment/Condominium,1.0,"$1,221",1994.0,R2873861,Residential,Yes,$781,15/05/2024,"$480,000",21/04/2024,"$499,900"
216,216,"212 - 711 Breslay St, Coquitlam, BC",1.0,1.0,628 sqft,,Apartment/Condominium,1.0,"$1,736",2017.0,R2879976,Residential,Yes,$953,14/05/2024,"$610,000",05/05/2024,"$599,000"
217,217,"225 Sicamous Pl, Coquitlam, BC",7.0,5.0,5268 sqft,,Single Family Residence,6.0,"$6,204",1993.0,R2875893,Residential,Yes,$510,14/05/2024,"$2,600,000",25/04/2024,"$2,688,888"
218,218,"22 - 2590 Austin Ave, Coquitlam, BC",3.0,2.0,1439 sqft,,Townhouse,2.0,"$2,526",1979.0,R2878912,Residential,No,$618,14/05/2024,"$920,322",02/05/2024,"$890,000"
219,219,"71 - 2978 Whisper Way, Coquitlam, BC",3.0,2.0,1346 sqft,,Townhouse,1.0,"$2,774",2004.0,R2879224,Residential,No,$742,13/05/2024,"$945,000",05/05/2024,"$999,900"
220,220,"103 - 3070 Guildford Way, Coquitlam, BC",1.0,1.0,692 sqft,,Apartment/Condominium,1.0,"$1,364",1993.0,R2876306,Residential,Yes,$751,13/05/2024,"$505,000",28/04/2024,"$519,900"
221,221,"406 - 595 Austin Ave, Coquitlam, BC",2.0,2.0,756 sqft,,Apartment/Condominium,1.0,,2022.0,R2879706,Residential,Yes,$990,13/05/2024,"$759,000",05/05/2024,"$749,000"
222,222,"156 - 1340 Olmsted St, Coquitlam, BC",4.0,3.0,2115 sqft,,Townhouse,2.0,,2024.0,R2879435,Residential,Yes,$659,13/05/2024,"$1,394,900",30/04/2024,"$1,394,900"
223,223,"1709 - 3093 Windsor Gate, Coquitlam, BC",2.0,2.0,952 sqft,,Apartment/Condominium,2.0,"$2,392",2016.0,R2881612,Residential,Yes,$839,13/05/2024,"$832,000",08/05/2024,"$799,000"
224,224,"1205 - 652 Whiting Way, Coquitlam, BC",1.0,1.0,521 sqft,,Apartment/Condominium,1.0,"$1,642",2020.0,R2879363,Residential,Yes,$959,13/05/2024,"$555,000",05/05/2024,"$500,000"
225,225,"1676 Cornell Ave, Coquitlam, BC",5.0,2.0,2661 sqft,,Single Family Residence,4.0,"$5,040",1967.0,R2880671,Residential,No,$638,13/05/2024,"$1,800,000",07/05/2024,"$1,699,888"
226,226,"1450 Nystrom Crt, Coquitlam, BC",4.0,4.0,3913 sqft,,Single Family Residence,5.0,"$5,920",2020.0,R2877489,Residential,Yes,$635,11/05/2024,"$2,458,000",30/04/2024,"$2,488,000"
227,227,"105 - 1331 Olmsted St, Coquitlam, BC",3.0,2.0,1363 sqft,,Townhouse,2.0,,2024.0,R2880667,Residential,Yes,$850,10/05/2024,"$1,159,900",06/05/2024,"$1,159,900"
228,228,"3039 Lazy A St, Coquitlam, BC",5.0,3.0,4614 sqft,,Single Family Residence,0.0,"$6,080",1959.0,R2880797,Residential,Yes,$628,10/05/2024,"$2,899,900",07/05/2024,"$2,899,900"
229,229,"565 Midvale St, Coquitlam, BC",4.0,2.0,2041 sqft,,Single Family Residence,6.0,"$4,995",1966.0,R2880484,Residential,No,$876,10/05/2024,"$1,788,000",06/05/2024,"$1,788,000"
230,230,"2880 Malibu Crt, Coquitlam, BC",7.0,4.0,3877 sqft,,Single Family Residence,10.0,"$5,712",2004.0,R2854650,Residential,Yes,$567,10/05/2024,"$2,100,000",29/02/2024,"$2,199,000"
231,231,"207 - 2978 Burlington Dr, Coquitlam, BC",2.0,2.0,1030 sqft,,Apartment/Condominium,1.0,"$1,824",1993.0,R2876436,Residential,Yes,$679,09/05/2024,"$675,000",28/04/2024,"$699,900"
232,232,"1204 - 575 Delestre Ave, Coquitlam, BC",2.0,2.0,1010 sqft,,Apartment/Condominium,1.0,"$2,242",2008.0,R2878676,Residential,Yes,$741,09/05/2024,"$735,000",05/05/2024,"$749,000"
233,233,"52 - 1140 Falcon Dr, Coquitlam, BC",3.0,2.0,1683 sqft,,Townhouse,2.0,"$3,180",1987.0,R2881219,Residential,Yes,$694,09/05/2024,"$1,169,000",07/05/2024,"$1,169,000"
234,234,"609 Decker Pl, Coquitlam, BC",4.0,2.0,2270 sqft,,Single Family Residence,4.0,"$4,125",1988.0,R2870567,Residential,Yes,$757,08/05/2024,"$1,676,200",14/04/2024,"$1,719,000"
235,235,"74 - 2978 Whisper Way, Coquitlam, BC",4.0,2.0,2035 sqft,,Townhouse,4.0,"$3,596",2004.0,R2877086,Residential,Yes,$701,08/05/2024,"$1,390,000",29/04/2024,"$1,428,000"
236,236,"75 - 1195 Falcon Dr, Coquitlam, BC",3.0,2.0,1658 sqft,,Townhouse,1.0,"$2,574",1987.0,R2880602,Residential,Yes,$563,08/05/2024,"$935,000",06/05/2024,"$935,000"
237,237,"211 - 1219 Johnson St, Coquitlam, BC",2.0,2.0,965 sqft,,Apartment/Condominium,1.0,"$1,687",1992.0,R2879249,Residential,Yes,$683,07/05/2024,"$655,800",03/05/2024,"$659,800"
238,238,"108 - 3085 Primrose Lane, Coquitlam, BC",2.0,2.0,916 sqft,,Apartment/Condominium,1.0,"$1,589",1996.0,R2877217,Residential,Yes,$599,07/05/2024,"$630,000",29/04/2024,"$549,000"
239,239,"215 - 1306 Laval Sq, Coquitlam, BC",3.0,2.0,1418 sqft,,Multi Family,2.0,,2023.0,R2869960,Residential,Yes,$838,07/05/2024,"$1,189,000",10/04/2024,"$1,189,000"
240,240,"2403 - 567 Clarke Rd, Coquitlam, BC",2.0,2.0,921 sqft,,Apartment/Condominium,1.0,"$2,112",2021.0,R2876686,Residential,Yes,$867,07/05/2024,"$857,000",28/04/2024,"$799,000"
241,241,"3 - 3552 Victoria Dr, Coquitlam, BC",3.0,2.0,1579 sqft,,Townhouse,4.0,"$3,012",2020.0,R2879167,Residential,Yes,$753,07/05/2024,"$1,180,000",05/05/2024,"$1,190,000"
242,242,"41 - 1190 Falcon Dr, Coquitlam, BC",2.0,2.0,1855 sqft,,Townhouse,2.0,"$2,859",1988.0,R2877474,Residential,Yes,$512,07/05/2024,"$1,045,000",30/04/2024,"$949,900"
243,243,"1109 - 691 North Rd, Coquitlam, BC",2.0,2.0,702 sqft,,Apartment/Condominium,1.0,"$2,137",2019.0,R2874256,Residential,Yes,$961,07/05/2024,"$670,000",22/04/2024,"$675,000"
244,244,"2402 - 1199 Eastwood St, Coquitlam, BC",2.0,2.0,1330 sqft,,Apartment/Condominium,2.0,"$2,856",1996.0,R2873714,Residential,Yes,$826,06/05/2024,"$1,075,000",21/04/2024,"$1,099,000"
245,245,"3227 Harwood Ave, Coquitlam, BC",3.0,2.0,1937 sqft,,Single Family Residence,4.0,"$3,655",1980.0,R2877900,Residential,Yes,$696,06/05/2024,"$1,345,000",30/04/2024,"$1,349,900"
