mlsId,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice,lat,lon,addressDetails
R2894985,2,1,"48 Leopold Pl, New Westminster, BC, Canada",745.0,1,1442.0,577.0,1959,Condo,13/06/2024,429900.0,49.211305949999996,-122.89943175462197,"48, Leopold Place, Downtown, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 1B1, Canada"
R2892443,3,2,"258 Nelson's Crt, New Westminster, BC, Canada",1078.0,1,3673.0,830.0,2020,Condo,09/06/2024,895000.0,49.22439745,-122.89108621141857,"The Columbia, 258, Nelson's Court, Sapperton, McBride Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 0H4, Canada"
R2891712,2,2,"39 6Th St, New Westminster, BC, Canada",1038.0,2,2922.0,755.0,2008,Condo,05/06/2024,784000.0,49.2189552,-122.927614,"6th Street, Glenbrooke North, New Westminster, Metro Vancouver Regional District, British Columbia, V3N 3N4, Canada"
R2893454,1,1,"258 6Th St, New Westminster, BC, Canada",603.0,1,2071.0,887.0,2014,Condo,07/06/2024,535000.0,49.2189552,-122.927614,"6th Street, Glenbrooke North, New Westminster, Metro Vancouver Regional District, British Columbia, V3N 3N4, Canada"
R2892609,5,3,"428 5Th St, New Westminster, BC, Canada",3871.0,5,6894.0,645.0,1912,SingleFamily,09/06/2024,2499000.0,,,
R2891572,1,1,"715 Royal Ave, New Westminster, BC, Canada",676.0,1,1655.0,649.0,1977,Condo,06/06/2024,439000.0,49.20489845,-122.91385744986727,"715, Royal Avenue, Brow of the Hill, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1J2, Canada"
R2892622,2,2,"1245 Quayside Dr, New Westminster, BC, Canada",1258.0,1,2374.0,556.0,1990,Condo,06/06/2024,699999.0,49.19961175,-122.92092698809086,"Riviera 1245, 1245, Quayside Drive, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1K4, Canada"
R2891580,3,2,"615 Hamilton St, New Westminster, BC, Canada",1234.0,1,3085.0,688.0,2005,Condo,05/06/2024,849000.0,49.21526935,-122.92362725237243,"615, Hamilton Street, Uptown, Moody Park, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 3C6, Canada"
R2890838,2,2,"250 Francis Way, New Westminster, BC, Canada",973.0,1,2876.0,718.0,2012,Condo,05/06/2024,699000.0,49.2150393,-122.89936939059278,"250, Francis Way, McBride Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 5P5, Canada"
R2889816,3,3,"2236 8Th Ave, New Westminster, BC, Canada",1533.0,1,4334.0,1435.0,1944,SingleFamily,02/06/2024,2200000.0,,,
